views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate,community_label_leiden
8032,0,886,2016-05-09,2018-10-12,63821,0,ES,1,2
10361,1,960,2016-02-25,2018-10-12,27469,0,ES,1,2
752,0,939,2016-03-17,2018-10-12,110580,0,EN,0,2
30553,1,907,2016-04-18,2018-10-12,18148,0,DE,0,0
4390,0,1617,2014-05-09,2018-10-12,127892,0,FR,0,1
52615,1,2056,2013-02-24,2018-10-12,20047,0,DE,1,0
11510836,0,1365,2015-01-16,2018-10-12,143467,0,KO,0,38
22385,0,1561,2014-07-01,2018-10-09,102839,0,RU,1,3
770916,0,878,2016-05-17,2018-10-12,97021,0,RU,0,3
4547,1,1560,2014-07-05,2018-10-12,4026,0,DE,1,0
24875,0,1268,2015-04-23,2018-10-12,8868,0,CS,1,89
209251,0,2075,2013-02-05,2018-10-12,156030,0,CS,0,89
623,0,249,2018-01-03,2018-09-09,155280,0,RU,0,3
367896,1,1347,2015-02-03,2018-10-12,130964,0,DE,0,0
3566,0,2233,2012-08-29,2018-10-10,35154,0,ZH,0,8
7595,0,825,2016-07-09,2018-10-12,4097,0,KO,1,38
1605,0,871,2016-05-20,2018-10-08,110993,0,IT,1,41
681,0,2215,2012-09-16,2018-10-10,2900,0,ES,0,2
19538,1,222,2018-03-04,2018-10-12,133592,0,ZH,1,8
40,0,606,2016-12-22,2018-08-20,99730,0,JA,0,42
3105,1,956,2016-02-26,2018-10-09,7750,0,DE,0,0
25765,1,1333,2015-01-31,2018-09-25,34613,0,ZH,0,8
164199,1,1089,2015-10-19,2018-10-12,97830,0,IT,1,41
5945,0,1114,2015-09-24,2018-10-12,30342,0,DE,0,0
10274,1,1442,2014-09-11,2018-08-23,91518,0,FR,0,1
826,0,792,2016-08-08,2018-10-09,80731,0,DE,0,0
2531,1,726,2016-10-14,2018-10-10,113428,0,CS,0,89
1463,0,2087,2013-01-23,2018-10-11,27538,0,DE,0,0
4041,1,1869,2013-08-23,2018-10-05,115073,0,DE,1,0
35144,1,2611,2011-08-14,2018-10-07,165113,0,DE,0,0
458,0,1073,2015-11-02,2018-10-10,162380,0,EN,0,16
2083,0,1065,2015-11-11,2018-10-11,75632,0,ES,0,2
2010,0,966,2016-02-19,2018-10-12,44861,0,DE,1,0
11026,1,1720,2014-01-26,2018-10-12,126546,0,DA,1,111
13356,1,2198,2012-10-05,2018-10-12,70678,0,DE,1,0
11184,1,1264,2015-04-27,2018-10-12,71670,0,DE,0,0
44752,0,1471,2014-10-02,2018-10-12,135651,0,FR,1,1
11204,1,1871,2013-07-30,2018-09-13,114344,0,EN,0,28
1873,0,2205,2012-06-28,2018-07-12,24215,1,EN,0,50
1061241,0,3681,2008-08-29,2018-09-27,95408,0,EN,0,28
59486,0,1733,2014-01-13,2018-10-12,58677,0,JA,1,42
19363,1,356,2017-10-20,2018-10-11,138832,0,DA,1,111
55543,0,1282,2015-04-08,2018-10-11,93833,0,ES,1,2
1442,0,1861,2013-08-24,2018-09-28,152358,0,DE,1,0
10651,0,1513,2014-08-21,2018-10-12,97667,0,RU,1,3
17078,1,1382,2014-12-30,2018-10-12,16429,0,DE,1,0
803,0,1181,2015-07-19,2018-10-12,44186,0,ES,0,2
3657,0,1752,2013-12-21,2018-10-08,29411,0,PT,1,16
41574,0,1998,2013-04-14,2018-10-03,76225,0,FR,0,1
93714,1,1719,2014-01-27,2018-10-12,39942,0,ZH,1,8
37671,0,2292,2012-07-03,2018-10-12,5629,0,ZH,0,8
22477,0,1135,2015-09-03,2018-10-12,20915,0,FR,1,1
20398,1,2120,2012-12-22,2018-10-12,165530,0,PT,1,16
1509,1,1897,2013-06-27,2018-09-06,132040,0,PL,0,57
18184,1,2176,2012-10-27,2018-10-12,73751,0,ES,1,2
14913,0,763,2016-09-08,2018-10-11,18282,0,JA,1,42
12823,0,741,2016-09-30,2018-10-11,89534,0,KO,1,38
39948,0,1832,2013-10-06,2018-10-12,65884,0,TR,1,72
30372,1,663,2016-12-18,2018-10-12,143308,0,RU,1,3
3617,0,1148,2015-08-19,2018-10-10,153824,0,DE,1,0
2460,0,1668,2014-03-19,2018-10-12,78472,0,ES,1,2
214,0,617,2017-01-17,2018-09-26,1921,0,ES,0,2
1283,0,1576,2014-06-19,2018-10-12,112776,0,ZH,0,8
1700,0,1693,2014-02-22,2018-10-12,130089,0,RU,0,3
6101,0,2047,2013-02-24,2018-10-03,95615,0,FR,1,1
2355,0,715,2016-10-02,2018-09-17,115376,0,ES,1,2
8189,1,1271,2015-04-10,2018-10-02,104906,0,ZH,1,8
5017,1,2189,2012-01-31,2018-01-28,38996,1,EN,0,28
12527,0,2154,2012-11-18,2018-10-12,20291,0,FR,1,1
2211,1,1616,2014-05-10,2018-10-12,101146,0,DE,0,0
75555,0,377,2017-09-30,2018-10-12,147515,0,KO,1,38
1981,0,2430,2012-02-04,2018-09-30,145432,0,RU,0,3
9932,1,1004,2016-01-12,2018-10-12,104170,0,DE,1,0
5863,1,1863,2013-09-05,2018-10-12,133241,0,DE,0,0
1306,0,3075,2010-04-29,2018-09-29,20908,0,ZH,0,8
22934,0,1094,2015-10-09,2018-10-07,55783,0,RU,0,3
5414,0,1302,2015-03-20,2018-10-12,152329,0,IT,1,41
488212,0,839,2016-06-25,2018-10-12,113449,0,RU,0,3
180438,0,2697,2011-05-25,2018-10-12,61564,0,FR,1,1
642,0,1471,2014-09-01,2018-09-11,75011,0,ES,0,2
13418,1,2322,2012-05-31,2018-10-09,70652,0,FR,0,1
4746,1,876,2016-05-16,2018-10-09,128465,0,DE,1,0
13115,1,1446,2014-10-27,2018-10-12,41137,0,DE,0,0
46943,0,1352,2015-01-29,2018-10-12,23084,0,FI,1,81
6950,0,646,2016-12-30,2018-10-07,39433,0,JA,1,42
7505,0,1731,2014-01-10,2018-10-07,148778,0,RU,0,3
3941,1,1212,2015-06-15,2018-10-09,93592,0,DE,1,0
51134,1,1405,2014-12-07,2018-10-12,84137,0,FI,1,81
4039,1,488,2017-06-03,2018-10-04,91917,0,FR,1,1
5760863,0,3530,2009-02-11,2018-10-12,92107,0,FR,0,1
447464,0,1951,2013-06-09,2018-10-12,60798,0,RU,0,3
2219,0,1574,2014-06-17,2018-10-08,103152,0,FR,0,1
1426,0,549,2017-04-11,2018-10-12,98784,0,RU,1,3
1583,1,2687,2011-05-22,2018-09-29,62803,0,RU,0,3
10178,1,1696,2014-02-19,2018-10-12,17032,0,DE,1,0
3037,0,1925,2013-06-21,2018-09-28,133144,0,PT,0,16
173411,0,2625,2011-08-03,2018-10-10,128414,0,ES,0,2
15350,1,1103,2015-10-05,2018-10-12,113568,0,RU,0,3
16138,0,1368,2015-01-13,2018-10-12,131216,0,RU,1,3
15997,0,2814,2011-01-02,2018-09-16,43559,0,NO,0,28
995,0,1316,2015-03-04,2018-10-10,164038,0,DE,0,0
1388,0,902,2016-04-23,2018-10-12,78316,0,IT,0,41
429,0,1271,2015-01-30,2018-07-24,100514,0,ES,1,2
5198,1,1252,2015-05-07,2018-10-10,13538,0,DE,0,0
2982,0,2088,2012-05-04,2018-01-21,81403,1,SV,0,50
12925,0,2119,2012-12-19,2018-10-08,40797,0,RU,0,3
83527,0,1345,2015-02-03,2018-10-10,144647,0,SV,0,50
4449,1,1542,2014-07-16,2018-10-05,17986,0,ES,1,2
1596,0,1621,2014-04-04,2018-09-11,117236,0,EN,0,2
3447,0,537,2017-04-23,2018-10-12,27583,0,ZH,1,8
3000,0,2634,2011-07-26,2018-10-11,16154,0,DE,1,0
8469,0,809,2016-07-24,2018-10-11,139644,0,JA,1,42
17619,1,704,2016-11-07,2018-10-12,82761,0,KO,1,38
4326,1,1764,2013-12-13,2018-10-12,130731,0,TR,1,72
6138,1,1206,2015-06-24,2018-10-12,153193,0,DE,1,0
266832,0,2490,2011-12-17,2018-10-11,8056,0,ES,0,2
56323,1,2771,2011-03-12,2018-10-12,70190,0,DE,1,0
11011284,1,2036,2013-03-16,2018-10-12,112176,0,DE,0,0
86018,0,2008,2013-04-13,2018-10-12,94499,0,FR,0,1
357562,1,2005,2013-04-16,2018-10-12,99475,0,CS,0,89
3899,0,1370,2015-01-09,2018-10-10,108350,0,DE,1,0
2242530,0,1454,2014-10-19,2018-10-12,156980,0,DE,0,0
8580,0,1281,2015-04-10,2018-10-12,139119,0,NL,1,85
1133,1,1351,2015-01-30,2018-10-12,88713,0,DE,0,0
2622,0,355,2017-10-22,2018-10-12,100377,0,PT,1,16
30664,0,1429,2014-11-13,2018-10-12,158271,0,RU,1,3
3240,0,1548,2014-07-15,2018-10-10,77504,0,FR,0,1
8023,0,1397,2014-12-14,2018-10-11,15113,0,FR,0,1
17188,0,3036,2010-06-20,2018-10-12,99598,0,ZH,0,8
4087421,0,1270,2015-04-21,2018-10-12,128276,0,PL,0,57
5205,0,404,2017-09-03,2018-10-12,30033,0,JA,0,42
2898,0,1066,2015-11-11,2018-10-12,146755,0,ZH,0,8
13888,0,1935,2013-06-25,2018-10-12,137610,0,RU,1,3
5305,1,2114,2012-12-27,2018-10-11,48812,0,DE,1,0
3646452,1,1575,2014-06-20,2018-10-12,16239,0,DE,0,0
6549,1,1238,2015-05-22,2018-10-11,68504,0,ES,1,2
3767,1,1116,2015-09-22,2018-10-12,121897,0,DE,0,0
3950,1,489,2017-06-10,2018-10-12,138766,0,DE,1,0
1632,1,1327,2015-02-23,2018-10-12,2027,0,EN,1,81
6575,0,1944,2013-06-15,2018-10-11,160075,0,CS,1,89
1808,1,1989,2013-04-22,2018-10-02,2285,0,FR,1,1
1147,0,224,2018-03-01,2018-10-11,158424,0,EN,0,38
20598,1,1375,2015-01-06,2018-10-12,41908,0,DE,1,0
13690,1,1812,2013-10-25,2018-10-11,73465,0,FR,1,1
4281867,0,2175,2012-10-28,2018-10-12,79764,0,DE,0,0
26351,0,1805,2013-11-02,2018-10-12,80607,0,RU,1,3
42672,1,2108,2013-01-03,2018-10-12,22822,0,CS,1,89
757,1,1105,2015-10-02,2018-10-11,24590,0,DE,0,0
3306,0,349,2017-10-28,2018-10-12,76695,0,JA,0,42
332126,0,2670,2011-06-21,2018-10-12,3228,0,ZH,0,8
50816,1,442,2017-07-27,2018-10-12,42494,0,FR,1,1
1973,1,1212,2015-06-09,2018-10-03,23180,0,TR,1,72
1371,0,884,2016-05-09,2018-10-10,9835,0,DE,0,0
3428,0,1490,2014-08-02,2018-08-31,1530,0,FR,0,1
47635,1,1366,2015-01-15,2018-10-12,20950,0,DE,1,0
7322,1,1449,2014-10-24,2018-10-12,113723,0,FR,1,1
46597,0,1668,2014-03-19,2018-10-12,109397,0,KO,1,38
25551,0,421,2017-08-17,2018-10-12,46727,0,JA,1,42
4595,0,2025,2013-03-27,2018-10-12,146612,0,ES,1,2
3013,0,796,2016-08-07,2018-10-12,161770,0,RU,1,3
6651,1,1697,2014-02-16,2018-10-10,119787,0,DE,1,0
18145,1,1164,2015-08-05,2018-10-12,4424,0,DE,1,0
14064,0,586,2017-03-05,2018-10-12,90125,0,RU,0,3
862,0,1932,2013-05-02,2018-08-16,45707,0,PL,0,57
12233,0,3047,2010-06-09,2018-10-12,136757,0,PT,1,16
330,0,1664,2013-12-06,2018-06-27,55202,1,IT,0,41
5725,0,1730,2013-12-22,2018-09-17,159408,0,ES,1,2
1987,0,909,2016-03-06,2018-09-01,111888,0,KO,0,38
222046,1,1128,2015-09-10,2018-10-12,56334,0,ES,0,2
6094,0,557,2017-04-02,2018-10-11,142029,0,KO,0,38
1899,0,895,2016-04-30,2018-10-12,39026,0,KO,0,38
4013,0,1977,2013-05-14,2018-10-12,157230,0,PT,1,16
13980,1,973,2016-02-12,2018-10-12,70900,0,FR,1,1
12797,0,1622,2014-05-04,2018-10-12,127810,0,ZH,1,8
112,1,2371,2012-03-18,2018-09-14,18934,0,OTHER,0,8
71572,0,1937,2013-06-23,2018-10-12,134613,0,ES,0,2
2107,0,1766,2013-12-11,2018-10-12,83117,0,PT,0,16
42756,0,1092,2015-10-16,2018-10-12,112384,0,KO,0,38
1337,1,1139,2015-07-14,2018-08-26,83865,0,EN,0,0
2902574,1,1064,2015-11-13,2018-10-12,76314,0,TR,0,72
5689,0,2421,2012-02-17,2018-10-04,132425,0,IT,1,41
613,1,857,2016-05-13,2018-09-17,31735,0,PT,0,16
2930,0,1232,2015-05-28,2018-10-11,17881,0,DE,1,0
15396,1,1958,2013-06-01,2018-10-11,135589,0,FR,1,1
2365,1,435,2017-08-03,2018-10-12,156341,0,FR,1,1
440,0,1451,2014-10-01,2018-09-21,8535,0,JA,0,42
3669,1,781,2016-08-17,2018-10-07,10022,0,FR,1,1
1041,1,1255,2015-05-06,2018-10-12,155877,0,ES,0,2
17119,0,1251,2015-05-10,2018-10-12,85229,0,FR,1,1
3645,0,1676,2014-02-03,2018-09-06,111758,0,ES,0,2
4194,0,2633,2011-07-28,2018-10-12,55092,0,EN,0,28
193286,1,2640,2011-07-21,2018-10-12,154128,0,DE,1,0
12543,1,2277,2012-07-18,2018-10-12,14091,0,FR,1,1
22507,1,999,2016-01-17,2018-10-12,39702,0,DE,0,0
168807,1,1926,2013-07-04,2018-10-12,83542,0,FR,1,1
42007,0,1474,2014-09-21,2018-10-04,124080,0,PT,1,16
6639,0,1718,2014-01-28,2018-10-12,143540,0,PT,0,16
2737,0,2101,2013-01-06,2018-10-08,98860,0,JA,0,16
3916,0,1731,2013-12-26,2018-09-22,131256,0,ES,0,2
957,0,1198,2015-07-02,2018-10-12,51255,0,FR,0,1
2787,0,340,2017-11-04,2018-10-10,41007,0,CS,0,89
3306,0,1401,2014-12-10,2018-10-11,26053,0,FR,0,1
4212,0,1600,2014-05-23,2018-10-09,102622,0,TR,1,72
3170,0,804,2016-07-28,2018-10-10,62717,0,KO,1,38
58920,0,1462,2014-10-11,2018-10-12,81990,0,RU,1,3
757,0,1808,2013-10-30,2018-10-12,40280,0,ES,0,2
6327,0,2558,2011-09-26,2018-09-27,24188,0,PL,0,57
5422,1,1532,2014-08-02,2018-10-12,151635,0,ES,1,2
14346,1,1688,2014-02-27,2018-10-12,75375,0,PT,1,16
896,0,1850,2013-09-15,2018-10-09,102855,0,ES,0,2
2297,1,2341,2012-04-15,2018-09-12,160443,0,PT,0,16
7972,0,3338,2009-07-07,2018-08-27,77057,0,EN,0,28
39487,0,1695,2014-02-20,2018-10-12,138941,0,RU,1,3
18390,0,3458,2009-04-16,2018-10-04,123339,0,EN,1,28
11773,0,1772,2013-12-04,2018-10-11,27222,0,PT,0,16
2031,1,791,2016-08-11,2018-10-11,37509,0,DA,1,111
11065,1,857,2016-06-06,2018-10-11,5653,0,DE,1,0
11589,0,689,2016-11-22,2018-10-12,63083,0,ZH,1,8
1211586,1,2506,2011-12-01,2018-10-11,5125,0,FR,0,1
92641,0,1027,2015-12-20,2018-10-12,151368,0,DE,1,0
2378,0,2109,2012-12-14,2018-09-23,23681,0,DE,1,0
11386,1,1569,2014-06-24,2018-10-10,84708,0,NO,1,50
2561,1,1845,2013-09-09,2018-09-28,143914,0,DE,0,0
178,1,2304,2012-06-16,2018-10-07,165699,0,DE,0,0
1400,0,1833,2013-10-05,2018-10-12,4680,0,ZH,0,8
1230,0,1531,2014-06-30,2018-09-08,33816,0,FR,0,1
41608,0,1805,2013-11-02,2018-10-12,95476,0,FR,0,1
36650,0,739,2016-10-03,2018-10-12,116683,0,FR,1,1
6609,0,1297,2015-03-25,2018-10-12,100343,0,ZH,0,8
14391,0,1986,2013-05-05,2018-10-12,25941,0,JA,0,42
11280,0,979,2016-02-06,2018-10-12,6851,0,DE,1,0
8179,0,2382,2012-04-04,2018-10-12,28435,0,DE,1,0
10974,0,1116,2015-09-20,2018-10-10,42910,0,CS,0,89
2218801,0,1758,2013-12-19,2018-10-12,12452,0,FR,0,1
3999,0,1209,2015-06-19,2018-10-10,77271,0,ES,1,2
11181,0,1459,2014-10-09,2018-10-07,124114,0,ZH,0,8
163592,1,1609,2014-05-17,2018-10-12,96341,0,DE,1,0
3916,0,1266,2015-04-05,2018-09-22,102996,0,ES,0,2
37774,1,2441,2012-02-05,2018-10-12,140233,0,EN,0,28
2148,0,1722,2014-01-24,2018-10-12,19031,0,DE,0,0
1747,1,971,2016-02-13,2018-10-11,57527,0,RU,0,3
19880,1,641,2017-01-06,2018-10-09,146042,0,DE,1,0
111752,1,1202,2015-06-28,2018-10-12,103092,0,DE,1,0
168,0,460,2017-04-29,2018-08-02,41705,0,EN,0,28
6085,0,3764,2008-06-18,2018-10-08,122406,0,EN,0,28
30125,1,2393,2012-03-24,2018-10-12,64569,0,DE,1,0
15084,1,805,2016-07-29,2018-10-12,113129,0,DE,1,0
14538,0,998,2016-01-16,2018-10-10,23,0,RU,1,3
11348,0,1486,2014-09-17,2018-10-12,113017,0,DE,1,0
1194,1,1538,2014-07-26,2018-10-11,13709,0,DE,1,0
1946,0,1399,2014-12-10,2018-10-09,108,0,TR,0,111
2100,0,1367,2015-01-14,2018-10-12,116018,0,DE,0,0
2137,0,2460,2011-12-18,2018-09-12,151367,0,PL,0,57
1066,0,1980,2013-03-26,2018-08-27,37588,0,EN,0,1
28468,1,2239,2012-08-25,2018-10-12,118283,0,DE,1,0
3177,1,1264,2015-04-27,2018-10-12,92759,0,OTHER,1,2
6731,0,1234,2015-05-27,2018-10-12,92770,0,KO,0,38
17312,1,2998,2010-07-17,2018-10-01,92607,0,EN,0,28
67,0,821,2016-06-18,2018-09-17,153866,0,ES,0,2
5369,1,2019,2013-03-29,2018-10-08,30737,0,FR,1,1
1945,1,750,2016-09-22,2018-10-12,6491,0,DE,1,0
18121,1,581,2017-03-05,2018-10-07,104423,0,DE,1,0
19526,0,578,2017-03-13,2018-10-12,129264,0,FR,1,1
202363,0,841,2016-06-23,2018-10-12,27739,0,KO,0,38
1432,0,1346,2015-02-04,2018-10-12,82345,0,ZH,0,8
2494,1,597,2017-02-18,2018-10-08,80365,0,DE,0,0
10362,0,725,2016-10-17,2018-10-12,19951,0,JA,1,42
564,0,2020,2013-03-28,2018-10-08,107494,0,RU,0,3
1452,0,551,2017-04-09,2018-10-12,103180,0,RU,0,3
16532,1,1940,2013-06-15,2018-10-07,48586,0,ZH,0,8
10059,1,1236,2015-05-25,2018-10-12,126266,0,ES,1,2
344,0,351,2017-10-13,2018-09-29,4881,0,PT,0,16
6452,1,1885,2013-08-07,2018-10-05,92382,0,FR,0,1
9126,1,3395,2009-06-21,2018-10-07,143903,0,EN,1,28
3928,0,1864,2013-09-04,2018-10-12,87600,0,JA,0,42
2532,1,1931,2013-06-26,2018-10-09,82881,0,EN,0,28
4456,1,1201,2015-06-29,2018-10-12,80636,0,DE,1,0
1102,1,634,2017-01-16,2018-10-12,110141,0,DE,0,0
6635,0,785,2016-08-18,2018-10-12,96071,0,IT,1,41
27116,1,1539,2014-07-26,2018-10-12,137157,0,ES,1,2
875,0,975,2016-01-09,2018-09-10,27794,0,DE,0,0
19385,1,225,2018-03-01,2018-10-12,21443,0,PT,1,16
4531,1,1601,2014-05-25,2018-10-12,12378,0,FR,1,1
1305414,0,792,2016-08-11,2018-10-12,31964,0,IT,0,41
9567,0,2048,2013-01-24,2018-09-03,158418,0,EN,0,0
4993,1,679,2016-11-30,2018-10-10,74491,0,DE,1,0
6394,1,1493,2014-09-09,2018-10-11,56733,0,ES,1,2
25064,0,1834,2013-10-04,2018-10-12,99698,0,FR,0,1
42679,0,1163,2015-08-06,2018-10-12,63945,0,DE,1,0
3626,0,1226,2015-06-04,2018-10-12,58746,0,RU,1,3
9308,1,1515,2014-08-16,2018-10-09,5567,0,DE,1,0
42086,0,2060,2013-02-05,2018-09-27,144702,0,EN,0,1
2210,0,1276,2015-04-09,2018-10-06,158526,0,FR,0,1
50817,1,1481,2014-09-22,2018-10-12,9680,0,DE,1,0
7652,0,1373,2015-01-08,2018-10-12,24242,0,DE,0,0
2391,1,899,2016-04-26,2018-10-12,46669,0,FR,0,1
2480,0,426,2017-08-07,2018-10-07,83591,0,ES,0,2
2770,1,1865,2013-09-03,2018-10-12,92266,0,FR,1,1
18992,1,1973,2013-05-18,2018-10-12,39810,0,ES,1,2
82179,1,1279,2015-04-12,2018-10-12,53809,0,EN,0,8
5106,1,803,2016-07-31,2018-10-12,102958,0,FR,1,1
14177,0,1148,2015-08-16,2018-10-07,133763,0,FR,1,1
995,0,1477,2014-09-16,2018-10-02,123114,0,KO,0,38
126424,1,1532,2014-08-02,2018-10-12,152197,0,DE,0,0
866,0,1647,2014-04-06,2018-10-09,84790,0,DE,0,0
271,0,1116,2015-09-07,2018-09-27,110076,0,EN,0,1
972,0,250,2018-02-03,2018-10-11,124393,0,FR,1,1
4080,0,2079,2013-01-24,2018-10-04,87696,0,RU,0,3
1313,0,1334,2015-02-13,2018-10-09,39818,0,RU,0,3
856,0,429,2017-08-06,2018-10-09,109932,0,DE,0,0
280504,0,1042,2015-12-05,2018-10-12,144567,0,RU,0,3
2847,0,745,2016-09-27,2018-10-12,151881,0,IT,0,41
3985,1,1010,2016-01-06,2018-10-12,3740,0,DE,1,0
451,0,1567,2014-06-27,2018-10-11,62714,0,ES,0,2
22585,0,1058,2015-11-19,2018-10-12,69126,0,DE,1,0
523,1,965,2016-02-20,2018-10-12,150663,0,DE,0,0
3995,0,943,2016-03-10,2018-10-09,126366,0,FR,1,1
6865,0,1865,2013-09-02,2018-10-11,50201,0,ZH,0,8
789,0,1158,2015-08-04,2018-10-05,123208,0,EN,0,81
4995,1,2169,2012-11-03,2018-10-12,125854,0,EN,0,28
40769,0,1382,2014-12-17,2018-09-29,128951,0,DE,0,0
11606,0,1110,2015-09-28,2018-10-12,71884,0,DE,1,0
10010,1,695,2016-11-06,2018-10-02,146136,0,DE,1,0
1994543,1,3096,2010-03-25,2018-09-15,31533,0,ES,0,2
9841,0,1773,2013-11-29,2018-10-07,5855,0,ES,1,2
4770,1,2258,2012-08-01,2018-10-07,85693,0,FR,0,1
8010,0,542,2017-04-14,2018-10-08,88839,0,RU,1,3
93154,0,2188,2012-10-15,2018-10-12,83264,0,ZH,1,8
3157538,0,1777,2013-11-30,2018-10-12,31643,0,NL,0,85
909,1,525,2017-05-04,2018-10-11,147588,0,EN,0,3
23295,0,1471,2014-10-02,2018-10-12,143841,0,SV,1,50
431,0,1101,2015-10-03,2018-10-08,159581,0,DE,0,0
11656,0,1132,2015-08-23,2018-09-28,84942,0,RU,1,3
6877,0,1184,2015-06-23,2018-09-19,65771,0,ES,1,2
346989,1,2184,2012-10-19,2018-10-12,77253,0,CS,0,89
49836,1,2399,2012-03-16,2018-10-10,51881,0,FR,0,1
2295,1,953,2016-03-02,2018-10-11,152147,0,EN,0,1
94057,1,1208,2015-06-22,2018-10-12,90209,0,RU,1,3
347725,0,2975,2010-08-20,2018-10-12,91587,0,EN,0,50
5781,0,753,2016-09-19,2018-10-12,57751,0,RU,0,3
2772,1,2281,2012-07-14,2018-10-12,159426,0,EN,1,50
24571,1,2671,2011-06-17,2018-10-09,36850,0,EN,1,28
2061,0,1095,2015-10-13,2018-10-12,76109,0,DE,1,0
118814,0,2146,2012-11-26,2018-10-12,111631,0,RU,1,3
3791,0,694,2016-11-05,2018-09-30,23426,0,PT,1,16
107590,1,2509,2011-11-29,2018-10-12,99523,0,RU,1,3
609,0,1544,2014-06-24,2018-09-15,58034,0,RU,0,3
5787,1,1758,2013-12-09,2018-10-02,79551,0,DE,1,0
123036,0,1230,2015-05-28,2018-10-09,56505,0,TR,0,72
69164,1,2007,2013-04-14,2018-10-12,54663,0,RU,1,3
1785,1,1055,2015-11-22,2018-10-12,127142,0,ES,0,2
9729,1,582,2017-03-06,2018-10-09,161202,0,DE,1,0
60865,0,1401,2014-12-10,2018-10-11,112201,0,PT,0,16
6993,1,2291,2012-07-03,2018-10-11,12340,0,FR,1,1
1923,0,1448,2014-10-19,2018-10-06,125166,0,DE,0,0
3387,0,2201,2012-10-02,2018-10-12,121401,0,ZH,0,8
971,0,1929,2013-06-13,2018-09-24,109170,0,PT,0,16
1578,0,727,2016-10-14,2018-10-11,81927,0,DE,0,0
3843,0,1269,2015-04-22,2018-10-12,78620,0,DE,0,0
95758,0,1493,2014-09-10,2018-10-12,7069,0,ZH,1,8
388,0,224,2018-01-24,2018-09-05,34194,0,IT,0,41
10090,0,904,2016-04-08,2018-09-29,42919,0,ZH,1,8
584,1,809,2016-07-22,2018-10-09,93381,0,DE,0,0
8395,0,872,2016-05-23,2018-10-12,11580,0,FR,1,1
12896,0,268,2018-01-17,2018-10-12,35273,0,RU,1,3
44714,0,2567,2011-10-02,2018-10-12,141869,0,RU,1,3
33557,0,1773,2013-11-30,2018-10-08,51558,0,SV,1,50
27668,1,866,2016-04-16,2018-08-30,133296,0,PL,1,57
33006,0,1019,2015-12-28,2018-10-12,20809,0,FR,1,1
31096,1,2318,2012-06-07,2018-10-12,17958,0,TR,1,72
6736,1,1823,2013-10-06,2018-10-03,78615,0,DE,1,0
22604,1,455,2017-07-14,2018-10-12,120276,0,FR,1,1
5640,0,337,2017-11-05,2018-10-08,96706,0,JA,1,42
4576,0,1419,2014-11-23,2018-10-12,105466,0,DE,1,0
6775,0,1306,2015-03-12,2018-10-08,25642,0,EN,1,50
